cluster_id,alarm_id,CLUSTER_LABEL,NOTE SPV
27002,"EFMTX,65eef70ba379550001bb5497",-1,CORRELAZIONE ERRATA SU CLUSTER 27002
27002,"EFMTX,65eef7c406e2d20001aeb96d",0,CORRELAZIONE OK CLUSTER 27002
27002,"EFMTX,65eef7c45e16e30001ac4523",0,CORRELAZIONE OK CLUSTER 27002
27092,"EFMTX,65eef8a84235370001ff1b79",0,CORRELAZIONE OK CLUSTER 27092
27092,"EFMTX,65eef97fcd606500014b6f73",0,CORRELAZIONE OK CLUSTER 27092
27092,"EFMTX,65eef998cd606500014b6f87",0,CORRELAZIONE OK CLUSTER 27092
27336,"EFMTX,65eefe7c47128a0001aa7539",0,CORRELAZIONE ERRATA SU CLUSTER 27336
27336,"EFMTX,65ef010553da8b00018c34f1",0,CORRELAZIONE ERRATA SU CLUSTER 27336
27336,"EFMTX,65eefec95e16e30001ac4546",0,CORRELAZIONE ERRATA SU CLUSTER 27336
27336,"EFMTX,65eeff41a379550001bb5d46",0,CORRELAZIONE ERRATA SU CLUSTER 27336
27336,"EFMTX,65ef008bcd606500014b7752",0,CORRELAZIONE ERRATA SU CLUSTER 27336
27402,"EFMTX,65eeffec7a13f70001ba07a3",0,CORRELAZIONE OK CLUSTER 27402
27402,"EFM,65ef00bb22c47e0001587167",0,CORRELAZIONE OK CLUSTER 27402
27402,"EFMTX,65eeffe9ce901400013bc189",0,CORRELAZIONE OK CLUSTER 27402
27402,"EFM,65ef00bd22c47e000158716a",0,CORRELAZIONE OK CLUSTER 27402
27402,"EFMTX,65ef0109ce901400013bc345",0,CORRELAZIONE OK CLUSTER 27402
27402,"EFM,65ef029e55c5eb00013032c8",0,CORRELAZIONE OK CLUSTER 27402
27557,"EFMTX,65ef045fce901400013bc99c",0,CORRELAZIONE ERRATA SU CLUSTER 27557
27557,"EFMTX,65ef05bca379550001bb6325",0,CORRELAZIONE ERRATA SU CLUSTER 27557
27557,"EFMTX,65ef060353da8b00018c3b6d",0,CORRELAZIONE OK CLUSTER 27557
27557,"EFMTX,65ef06062df6860001e3ba96",0,CORRELAZIONE OK CLUSTER 27557
27557,"EFMTX,65ef07262df6860001e3ba9d",0,CORRELAZIONE OK CLUSTER 27557
27557,"EFM,65ef04f355c5eb00013032e8",0,CORRELAZIONE ERRATA SU CLUSTER 27557
27557,"EFMTX,65ef083353da8b00018c3e24",0,CORRELAZIONE OK CLUSTER 27557
